0,timeStamp,rawAltitude,filteredAltitude,speed,message,
1,1081962,1.67,1.65,0,,
1,1082062,1.28,1.64,0.01,,
1,1082162,2.16,1.63,0.01,,
1,1082262,2.07,1.63,0.01,,
1,1082362,2.16,1.66,0.01,,
1,1082462,2.07,1.71,0.03,,
1,1082562,2.16,1.78,0.05,,
1,1082662,1.67,1.86,0.07,,
1,1082762,1.77,1.94,0.08,,
1,1082862,1.67,1.98,0.07,,
1,1082962,1.87,2,0.05,,
1,1083062,1.77,1.98,0.02,,
1,1083162,2.07,1.95,0.01,,
1,1083262,2.46,1.92,0.03,,
1,1083362,2.36,1.91,0.03,,
1,1083462,2.26,1.93,0.01,,
1,1083563,2.36,1.98,0.02,,
1,1083662,2.46,2.06,0.05,,
1,1083762,2.46,2.15,0.08,,
1,1083862,2.26,2.24,0.09,,
1,1083962,1.87,2.32,0.09,,
1,1084062,1.57,2.35,0.07,,
1,1084162,2.26,2.34,0.03,,
1,1084262,2.36,2.3,0,,
1,1084362,2.07,2.24,0.04,,
1,1084462,1.97,2.17,0.06,,
1,1084562,1.67,2.1,0.07,,
1,1084662,2.36,2.05,0.06,,
1,1084762,2.56,2.02,0.05,,
1,1084862,1.87,2.01,0.03,,
1,1084962,2.46,2.03,0.01,,
1,1085062,2.26,2.07,0.02,,
1,1085162,2.36,2.12,0.04,,
1,1085262,2.75,2.19,0.05,,
1,1085362,2.56,2.27,0.07,,
1,1085462,2.75,2.35,0.07,,
1,1085562,2.66,2.43,0.08,,
1,1085662,2.26,2.51,0.08,,
1,1085762,2.26,2.56,0.07,,
1,1085862,2.26,2.58,0.05,,
1,1085962,2.46,2.57,0.02,,
1,1086062,1.97,2.53,0.01,,
1,1086162,2.26,2.46,0.04,,
1,1086262,2.46,2.39,0.06,,
1,1086362,2.36,2.33,0.07,,
1,1086462,2.56,2.28,0.06,,
1,1086562,2.56,2.26,0.04,,
1,1086662,2.46,2.27,0.02,,
1,1086763,1.77,2.3,0.01,,
1,1086862,2.36,2.32,0.02,,
1,1086962,1.87,2.34,0.02,,
1,1087062,2.56,2.33,0.01,,
1,1087162,1.77,2.31,0.01,,
1,1087262,2.16,2.26,0.02,,
1,1087362,1.87,2.21,0.04,,
1,1087462,1.97,2.15,0.05,,
1,1087562,1.87,2.09,0.06,,
1,1087662,1.97,2.04,0.06,,
1,1087762,1.57,1.98,0.06,,
1,1087862,2.07,1.93,0.05,,
1,1087962,1.97,1.9,0.05,,
1,1088062,1.97,1.87,0.04,,
1,1088162,2.26,1.87,0.02,,
1,1088262,2.07,1.89,0,,
1,1088362,2.16,1.93,0.02,,
1,1088462,1.57,1.96,0.03,,
1,1088562,1.67,1.99,0.03,,
1,1088662,1.18,1.99,0.02,,
1,1088762,1.38,1.95,0,,
1,1088862,1.47,1.87,0.04,,
1,1088962,1.47,1.76,0.08,,
1,1089062,1.57,1.65,0.1,,
1,1089162,1.67,1.55,0.11,,
1,1089262,1.57,1.48,0.1,,
1,1089362,1.57,1.44,0.07,,
1,1089462,1.67,1.43,0.04,,
1,1089562,1.47,1.45,0.01,,
1,1089662,1.57,1.49,0.02,,
1,1089762,1.47,1.53,0.03,,
1,1089862,1.57,1.56,0.04,,
1,1089963,1.47,1.58,0.03,,
1,1090062,1.57,1.59,0.02,,
1,1090162,1.67,1.59,0.01,,
1,1090262,1.28,1.58,0,,
1,1090362,1.97,1.57,0.01,,
1,1090462,1.67,1.57,0.01,,
1,1090562,1.97,1.58,0,,
1,1090662,1.97,1.61,0.01,,
1,1090762,1.87,1.65,0.03,,
1,1090862,1.38,1.7,0.04,,
1,1090962,1.28,1.74,0.04,,
1,1091062,1.87,1.76,0.04,,
1,1091162,1.97,1.76,0.02,,
1,1091262,1.77,1.75,0.01,,
1,1091362,1.87,1.74,0.01,,
1,1091462,1.87,1.74,0.01,,
1,1091562,1.87,1.75,0,,
1,1091662,1.47,1.76,0.01,,
1,1091762,1.97,1.77,0.01,,
1,1091862,1.38,1.78,0.01,,
1,1091962,2.07,1.78,0.01,,
1,1092062,2.07,1.78,0,,
1,1092162,1.97,1.79,0,,
1,1092262,2.07,1.81,0.01,,
1,1092362,1.77,1.84,0.02,,
1,1092462,1.97,1.87,0.03,,
1,1092562,2.36,1.91,0.03,,
1,1092662,2.07,1.96,0.04,,
1,1092762,1.87,1.99,0.04,,
1,1092862,2.36,2.03,0.04,,
1,1092962,2.07,2.07,0.04,,
1,1093062,2.07,2.09,0.03,,
1,1093163,2.36,2.11,0.03,,
1,1093262,2.26,2.14,0.02,,
1,1093362,2.36,2.16,0.02,,
1,1093462,2.36,2.19,0.02,,
1,1093562,2.07,2.21,0.03,,
1,1093662,1.67,2.23,0.02,,
1,1093762,1.87,2.22,0.01,,
1,1093862,2.36,2.2,0,,
1,1093962,1.38,2.15,0.03,,
1,1094062,1.97,2.08,0.05,,
1,1094162,2.36,2.02,0.06,,
1,1094262,1.97,1.97,0.06,,
1,1094362,1.87,1.93,0.05,,
1,1094462,2.46,1.92,0.03,,
1,1094562,2.26,1.95,0.01,,
1,1094662,2.56,1.99,0.02,,
1,1094762,2.36,2.07,0.05,,
1,1094862,2.56,2.15,0.07,,
1,1094962,2.16,2.25,0.08,,
1,1095062,2.75,2.33,0.09,,
1,1095162,2.36,2.41,0.08,,
1,1095262,1.67,2.44,0.07,,
1,1095362,2.75,2.46,0.04,,
1,1095462,2.16,2.45,0.01,,
1,1095562,2.07,2.41,0.01,,
1,1095662,1.77,2.35,0.04,,
1,1095762,2.26,2.29,0.06,,
1,1095862,2.36,2.22,0.06,,
1,1095962,2.75,2.17,0.06,,
1,1096062,2.56,2.16,0.04,,
1,1096162,2.95,2.19,0.01,,
1,1096262,2.36,2.26,0.03,,
1,1096363,2.16,2.34,0.06,,
1,1096462,2.16,2.42,0.08,,
1,1096562,2.26,2.48,0.07,,
1,1096662,2.07,2.49,0.05,,
1,1096762,2.26,2.47,0.02,,
1,1096862,2.66,2.42,0.02,,
1,1096962,2.36,2.37,0.04,,
1,1097062,2.46,2.33,0.05,,
1,1097162,2.75,2.31,0.04,,
1,1097262,2.16,2.32,0.02,,
1,1097362,2.66,2.34,0,,
1,1097462,1.87,2.37,0.02,,
1,1097562,1.67,2.37,0.02,,
1,1097662,2.07,2.36,0.01,,
1,1097762,2.26,2.32,0.02,,
1,1097862,1.87,2.25,0.04,,
1,1097962,1.47,2.16,0.07,,
1,1098062,1.77,2.07,0.08,,
1,1098162,2.16,1.98,0.09,,
1,1098262,2.07,1.91,0.08,,
1,1098362,1.57,1.85,0.07,,
1,1098462,1.87,1.82,0.05,,
1,1098562,1.97,1.81,0.03,,
1,1098662,2.07,1.82,0.01,,
1,1098762,2.07,1.84,0.01,,
1,1098862,1.28,1.86,0.02,,
1,1098962,1.97,1.88,0.02,,
1,1099062,1.87,1.89,0.02,,
1,1099162,2.26,1.9,0.01,,
1,1099262,1.77,1.9,0.01,,
1,1099362,1.67,1.89,0,,
1,1099462,2.36,1.9,0,,
1,1099563,1.97,1.91,0,,
1,1099662,2.36,1.93,0.01,,
1,1099762,1.38,1.95,0.02,,
1,1099862,1.97,1.97,0.02,,
1,1099962,2.36,1.99,0.02,,
1,1100062,2.07,2,0.02,,
1,1100162,2.85,2.02,0.02,,
1,1100262,2.75,2.08,0.03,,
1,1100362,2.07,2.14,0.05,,
1,1100462,2.07,2.21,0.06,,
1,1100562,2.07,2.28,0.07,,
1,1100662,2.26,2.33,0.06,,
1,1100762,2.36,2.35,0.04,,
1,1100862,1.97,2.33,0.02,,
1,1100962,2.07,2.3,0.01,,
1,1101062,2.36,2.26,0.03,,
1,1101162,1.87,2.21,0.04,,
1,1101262,1.77,2.16,0.05,,
1,1101362,1.77,2.1,0.05,,
1,1101462,1.87,2.04,0.06,,
1,1101562,2.16,1.99,0.06,,
1,1101662,1.67,1.94,0.05,,
1,1101762,1.57,1.89,0.05,,
1,1101862,2.07,1.86,0.04,,
1,1101962,1.67,1.83,0.03,,
1,1102062,1.67,1.81,0.03,,
1,1102162,1.67,1.79,0.02,,
1,1102262,1.08,1.76,0.02,,
1,1102362,1.97,1.73,0.03,,
1,1102462,1.67,1.7,0.03,,
1,1102562,1.38,1.66,0.04,,
1,1102662,1.77,1.62,0.04,,
1,1102761,1.77,1.61,0.03,,
1,1102862,1.67,1.6,0.02,,
1,1102962,2.07,1.61,0,,
1,1103062,1.87,1.64,0.01,,
1,1103162,1.87,1.69,0.03,,
1,1103262,2.36,1.75,0.05,,
1,1103362,1.67,1.82,0.06,,
1,1103462,1.87,1.88,0.06,,
1,1103562,1.97,1.93,0.06,,
1,1103662,1.47,1.96,0.05,,
1,1103762,1.67,1.95,0.03,,
1,1103862,1.67,1.93,0,,
1,1103962,2.56,1.89,0.02,,
1,1104062,2.07,1.86,0.03,,
1,1104162,2.16,1.85,0.02,,
1,1104262,1.67,1.86,0.01,,
1,1104362,2.07,1.9,0.01,,
1,1104462,1.77,1.93,0.03,,
1,1104562,1.87,1.96,0.03,,
1,1104662,1.97,1.97,0.03,,
1,1104762,1.57,1.97,0.01,,
1,1104862,2.07,1.95,0,,
1,1104962,1.87,1.93,0.01,,
1,1105062,1.57,1.89,0.02,,
1,1105162,1.57,1.86,0.03,,
1,1105262,1.47,1.81,0.04,,
1,1105362,1.77,1.77,0.04,,
1,1105462,1.67,1.72,0.05,,
1,1105562,1.57,1.68,0.05,,
1,1105662,1.18,1.63,0.04,,
1,1105762,1.47,1.59,0.04,,
1,1105862,2.16,1.57,0.04,,
1,1105963,1.38,1.55,0.03,,
1,1106062,1.77,1.55,0.02,,
1,1106162,1.87,1.57,0,,
1,1106262,1.77,1.6,0.02,,
1,1106362,1.28,1.63,0.03,,
1,1106462,1.57,1.66,0.03,,
1,1106562,1.38,1.67,0.02,,
1,1106662,1.38,1.66,0.01,,
1,1106762,1.47,1.63,0.01,,
1,1106862,1.57,1.58,0.03,,
1,1106962,1.28,1.53,0.04,,
1,1107062,1.38,1.48,0.05,,
1,1107162,1.77,1.45,0.05,,
1,1107262,1.57,1.43,0.03,,
1,1107362,1.28,1.42,0.02,,
1,1107462,1.97,1.44,0,,
1,1107562,1.77,1.47,0.02,,
1,1107662,1.57,1.52,0.03,,
1,1107762,2.07,1.58,0.05,,
1,1107862,1.77,1.64,0.06,,
1,1107962,2.26,1.71,0.07,,
1,1108062,1.87,1.78,0.07,,
1,1108162,2.16,1.85,0.07,,
1,1108262,1.08,1.9,0.06,,
1,1108362,1.87,1.93,0.05,,
1,1108462,1.57,1.93,0.02,,
1,1108562,1.18,1.88,0.01,,
1,1108662,1.97,1.81,0.04,,
1,1108762,1.67,1.74,0.06,,
1,1108862,1.97,1.67,0.07,,
1,1108962,1.38,1.63,0.06,,
1,1109062,1.87,1.6,0.05,,
1,1109161,1.77,1.61,0.02,,
1,1109262,1.67,1.62,0,,
1,1109362,2.07,1.66,0.02,,
1,1109462,1.87,1.7,0.03,,
1,1109562,1.67,1.75,0.04,,
1,1109662,1.77,1.79,0.04,,
1,1109762,1.87,1.82,0.04,,
1,1109862,1.67,1.84,0.03,,
1,1109962,1.97,1.85,0.02,,
1,1110062,1.97,1.85,0.01,,
1,1110162,1.38,1.84,0,,
1,1110262,2.07,1.82,0.01,,
1,1110362,1.18,1.8,0.01,,
1,1110462,1.38,1.77,0.02,,
1,1110562,1.57,1.72,0.03,,
1,1110662,2.16,1.68,0.04,,
1,1110762,1.87,1.64,0.04,,
1,1110862,1.67,1.62,0.03,,
1,1110962,1.28,1.62,0.02,,
1,1111062,1.18,1.62,0.01,,
1,1111162,1.38,1.62,0,,
1,1111262,1.47,1.6,0.01,,
1,1111362,0.98,1.55,0.03,,
1,1111462,1.18,1.48,0.05,,
1,1111562,0.89,1.4,0.06,,
1,1111662,1.47,1.32,0.08,,
1,1111762,1.67,1.26,0.07,,
1,1111862,1.38,1.21,0.06,,
1,1111962,1.38,1.2,0.04,,
1,1112062,1.18,1.22,0.01,,
1,1112162,0.98,1.25,0.01,,
1,1112262,1.38,1.28,0.02,,
1,1112363,1.97,1.31,0.03,,
1,1112462,1.38,1.34,0.03,,
1,1112562,1.28,1.37,0.03,,
1,1112662,1.28,1.4,0.03,,
1,1112762,1.87,1.43,0.03,,
1,1112862,1.18,1.45,0.03,,
1,1112962,1.57,1.46,0.02,,
1,1113062,1.47,1.47,0.01,,
1,1113162,1.87,1.48,0.01,,
1,1113262,1.08,1.49,0.01,,
1,1113362,1.57,1.49,0.01,,
1,1113462,1.57,1.5,0.01,,
1,1113562,1.28,1.5,0,,
1,1113662,1.57,1.49,0,,
1,1113762,1.57,1.49,0,,
1,1113862,1.87,1.49,0,,
1,1113962,2.07,1.51,0.01,,
1,1114062,1.47,1.55,0.02,,
1,1114162,1.57,1.59,0.03,,
1,1114262,1.38,1.63,0.04,,
1,1114362,1.28,1.65,0.04,,
1,1114462,1.38,1.65,0.02,,
1,1114562,1.28,1.62,0,,
1,1114662,1.87,1.57,0.03,,
1,1114762,1.67,1.53,0.04,,
1,1114862,1.47,1.49,0.04,,
1,1114962,1.47,1.47,0.03,,
1,1115062,1.08,1.46,0.02,,
1,1115162,1.18,1.45,0.01,,
1,1115262,1.47,1.44,0.01,,
1,1115362,1.38,1.42,0.01,,
1,1115462,1.08,1.39,0.02,,
1,1115563,1.57,1.36,0.03,,
1,1115662,0.98,1.33,0.03,,
1,1115762,0.98,1.3,0.03,,
1,1115862,1.08,1.26,0.03,,
1,1115962,0.49,1.21,0.04,,
1,1116062,1.28,1.16,0.05,,
1,1116162,0.89,1.1,0.06,,
1,1116262,0.89,1.03,0.06,,
1,1116362,1.08,0.98,0.06,,
1,1116462,0.98,0.95,0.05,,
1,1116562,0.98,0.93,0.04,,
1,1116662,1.38,0.93,0.02,,
1,1116762,1.18,0.95,0,,
1,1116862,1.18,0.99,0.02,,
1,1116962,1.97,1.06,0.04,,
1,1117062,1.18,1.14,0.06,,
1,1117162,1.67,1.23,0.08,,
1,1117262,1.38,1.32,0.09,,
1,1117362,1.28,1.4,0.08,,
1,1117462,1.77,1.46,0.08,,
1,1117562,1.47,1.51,0.06,,
1,1117662,1.67,1.53,0.05,,
1,1117762,1.18,1.54,0.03,,
1,1117862,0.98,1.53,0.01,,
1,1117962,1.47,1.5,0.01,,
1,1118062,1.38,1.46,0.03,,
1,1118162,1.38,1.41,0.04,,
1,1118262,1.08,1.36,0.05,,
1,1118362,1.38,1.32,0.05,,
1,1118462,1.18,1.29,0.04,,
1,1118562,1.08,1.26,0.03,,
1,1118662,0.79,1.23,0.03,,
1,1118763,1.08,1.2,0.03,,
1,1118862,0.89,1.16,0.03,,
1,1118962,1.67,1.12,0.03,,
1,1119062,0.98,1.1,0.03,,
1,1119162,1.28,1.08,0.02,,
1,1119262,1.28,1.09,0.01,,
1,1119362,0.98,1.11,0,,
1,1119462,0.98,1.13,0.02,,
1,1119562,1.87,1.16,0.02,,
1,1119662,0.69,1.19,0.02,,
1,1119762,1.18,1.2,0.02,,
1,1119862,1.18,1.21,0.01,,
1,1119962,1.28,1.21,0.01,,
1,1120062,1.38,1.21,0,,
1,1120162,1.87,1.22,0,,
1,1120262,1.28,1.24,0.01,,
1,1120362,1.18,1.27,0.02,,
1,1120462,1.08,1.31,0.03,,
1,1120562,0.98,1.33,0.03,,
1,1120662,1.67,1.34,0.02,,
1,1120762,1.57,1.34,0.01,,
1,1120862,1.08,1.33,0,,
1,1120962,1.28,1.32,0.01,,
1,1121062,1.28,1.32,0.01,,
1,1121162,1.67,1.32,0,,
1,1121262,1.38,1.32,0,,
1,1121362,1.57,1.34,0.01,,
1,1121462,1.67,1.37,0.02,,
1,1121562,1.38,1.4,0.03,,
1,1121662,1.57,1.44,0.04,,
1,1121762,1.57,1.48,0.04,,
1,1121862,1.18,1.51,0.04,,
1,1121963,1.28,1.52,0.03,,
1,1122062,1.18,1.51,0.01,,
1,1122162,1.77,1.49,0.01,,
1,1122262,1.47,1.46,0.02,,
1,1122362,1.38,1.43,0.03,,
1,1122462,1.87,1.41,0.02,,
1,1122562,1.47,1.42,0.01,,
1,1122662,0.98,1.43,0,,
1,1122762,1.08,1.44,0.01,,
1,1122862,1.67,1.44,0.01,,
1,1122962,1.87,1.44,0,,
1,1123062,1.38,1.44,0,,
1,1123162,1.57,1.44,0,,
1,1123262,1.57,1.46,0.01,,
1,1123362,1.77,1.48,0.02,,
1,1123462,1.67,1.52,0.03,,
1,1123562,1.38,1.55,0.03,,
1,1123662,1.87,1.59,0.03,,
1,1123762,1.28,1.61,0.03,,
1,1123862,1.57,1.62,0.02,,
1,1123962,1.38,1.62,0.01,,
1,1124062,1.77,1.6,0,,
1,1124162,1.38,1.58,0.01,,
1,1124262,1.28,1.55,0.02,,
1,1124362,1.57,1.52,0.03,,
1,1124462,1.77,1.5,0.03,,
1,1124562,1.97,1.5,0.02,,
1,1124662,1.67,1.51,0,,
1,1124762,1.57,1.54,0.01,,
1,1124862,1.38,1.58,0.03,,
1,1124962,1.87,1.62,0.04,,
1,1125062,1.57,1.65,0.04,,
1,1125161,1.77,1.67,0.03,,
1,1125262,2.16,1.69,0.02,,
1,1125362,1.77,1.72,0.02,,
1,1125462,1.18,1.73,0.02,,
1,1125562,1.97,1.74,0.02,,
1,1125662,1.18,1.74,0.01,,
1,1125762,1.47,1.72,0,,
1,1125862,1.77,1.68,0.02,,
1,1125962,1.67,1.64,0.03,,
1,1126062,1.57,1.6,0.04,,
1,1126162,1.87,1.58,0.03,,
1,1126262,1.18,1.57,0.03,,
1,1126362,1.38,1.56,0.02,,
1,1126462,1.18,1.55,0.01,,
1,1126562,1.18,1.52,0.02,,
1,1126662,1.77,1.48,0.02,,
1,1126762,1.38,1.45,0.03,,
1,1126862,1.57,1.42,0.03,,
1,1126962,1.08,1.39,0.03,,
1,1127062,1.77,1.39,0.02,,
1,1127162,0.98,1.39,0.01,,
1,1127262,1.18,1.38,0.01,,
1,1127362,1.18,1.37,0.01,,
1,1127462,1.28,1.35,0.01,,
1,1127562,1.28,1.32,0.02,,
1,1127662,1.47,1.29,0.02,,
1,1127762,1.67,1.28,0.02,,
1,1127862,1.18,1.28,0.01,,
1,1127962,1.97,1.3,0,,
1,1128062,1.28,1.35,0.02,,
1,1128162,1.38,1.39,0.04,,
1,1128262,1.38,1.44,0.04,,
1,1128363,1.38,1.47,0.04,,
1,1128462,1.77,1.49,0.03,,
1,1128562,2.07,1.51,0.03,,
1,1128662,1.57,1.54,0.02,,
1,1128762,1.67,1.56,0.02,,
1,1128862,1.67,1.6,0.03,,
1,1128962,1.57,1.64,0.03,,
1,1129062,1.38,1.66,0.03,,
1,1129162,1.67,1.67,0.02,,
1,1129262,1.87,1.67,0.01,,
1,1129362,1.28,1.66,0,,
1,1129462,1.67,1.64,0.01,,
1,1129562,1.47,1.62,0.02,,
1,1129662,1.57,1.59,0.02,,
1,1129762,1.77,1.57,0.02,,
1,1129862,2.07,1.57,0.01,,
1,1129962,1.77,1.59,0,,
1,1130062,1.08,1.61,0.01,,
1,1130162,0.98,1.62,0.02,,
1,1130262,1.57,1.62,0.01,,
1,1130362,1.87,1.6,0,,
1,1130462,1.87,1.57,0.02,,
1,1130562,1.67,1.55,0.02,,
1,1130662,1.87,1.56,0.01,,
1,1130762,1.38,1.57,0,,
1,1130862,1.38,1.6,0.01,,
1,1130962,1.67,1.62,0.02,,
1,1131062,1.57,1.63,0.02,,
1,1131162,1.38,1.62,0.01,,
1,1131262,1.47,1.61,0,,
1,1131362,1.57,1.58,0.02,,
1,1131462,1.47,1.55,0.02,,
1,1131561,1.57,1.53,0.03,,
1,1131662,1.57,1.51,0.02,,
1,1131762,1.38,1.5,0.02,,
1,1131862,1.77,1.49,0.01,,
1,1131962,1.28,1.5,0,,
1,1132062,1.77,1.51,0,,
1,1132162,2.07,1.53,0.01,,
1,1132262,1.87,1.57,0.02,,
1,1132362,1.57,1.61,0.03,,
1,1132462,1.67,1.66,0.04,,
1,1132562,1.28,1.7,0.04,,
1,1132662,1.47,1.71,0.04,,
1,1132762,2.07,1.72,0.02,,
1,1132862,1.57,1.7,0,,
1,1132962,1.87,1.68,0.01,,
1,1133062,1.57,1.67,0.02,,
1,1133162,1.47,1.66,0.01,,
1,1133262,1.67,1.65,0.01,,
1,1133362,1.77,1.65,0.01,,
1,1133462,1.57,1.65,0,,
1,1133562,1.18,1.63,0.01,,
1,1133662,1.67,1.62,0.01,,
1,1133762,1.67,1.61,0.01,,
1,1133862,1.67,1.59,0.02,,
1,1133962,1.77,1.58,0.01,,
1,1134062,1.77,1.58,0.01,,
1,1134162,1.38,1.59,0,,
1,1134262,1.38,1.6,0.01,,
1,1134362,1.18,1.6,0.01,,
1,1134462,1.28,1.58,0,,
1,1134562,1.38,1.54,0.02,,
1,1134662,1.47,1.49,0.04,,
1,1134761,1.47,1.44,0.05,,
1,1134862,1.77,1.4,0.05,,
1,1134962,1.28,1.38,0.04,,
1,1135062,1.67,1.38,0.02,,
1,1135162,1.38,1.4,0,,
1,1135262,1.38,1.43,0.02,,
1,1135362,1.57,1.46,0.02,,
1,1135462,1.97,1.49,0.03,,
1,1135562,1.47,1.52,0.03,,
1,1135662,1.57,1.55,0.03,,
1,1135762,1.67,1.58,0.03,,
1,1135862,1.47,1.6,0.03,,
1,1135962,1.47,1.61,0.02,,
1,1136062,1.77,1.62,0.01,,
1,1136162,2.07,1.62,0.01,,
1,1136262,1.77,1.64,0.01,,
1,1136362,1.67,1.65,0.01,,
1,1136462,1.97,1.69,0.02,,
1,1136562,1.57,1.72,0.03,,
1,1136662,1.87,1.75,0.03,,
1,1136762,1.77,1.78,0.03,,
1,1136862,1.87,1.8,0.03,,
1,1136962,1.57,1.8,0.02,,
1,1137062,1.97,1.81,0.01,,
1,1137162,2.07,1.81,0,,
1,1137262,1.77,1.81,0,,
1,1137362,1.97,1.82,0,,
1,1137462,1.67,1.83,0.01,,
1,1137562,1.38,1.83,0.01,,
1,1137662,1.38,1.82,0,,
1,1137762,1.47,1.78,0.02,,
1,1137862,1.18,1.72,0.04,,
1,1137961,1.57,1.64,0.06,,
1,1138062,1.57,1.56,0.07,,
1,1138162,1.18,1.49,0.08,,
1,1138262,1.47,1.42,0.07,,
1,1138362,1.47,1.39,0.06,,
1,1138462,1.28,1.36,0.04,,
1,1138562,1.57,1.36,0.02,,
1,1138662,1.67,1.37,0.01,,
1,1138762,1.57,1.4,0.01,,
1,1138862,1.77,1.44,0.03,,
1,1138962,1.57,1.49,0.04,,
1,1139062,1.47,1.54,0.05,,
1,1139162,1.47,1.58,0.05,,
1,1139262,1.28,1.6,0.04,,
1,1139362,1.47,1.6,0.02,,
1,1139462,1.38,1.58,0,,
1,1139562,1.57,1.55,0.02,,
1,1139662,1.67,1.51,0.03,,
1,1139762,1.28,1.48,0.03,,
1,1139862,1.38,1.45,0.03,,
1,1139962,1.38,1.44,0.03,,
1,1140062,1.38,1.42,0.02,,
1,1140162,1.77,1.42,0.01,,
1,1140262,1.28,1.42,0.01,,
1,1140362,1.18,1.42,0,,
1,1140462,1.57,1.42,0,,
1,1140562,1.57,1.43,0,,
1,1140662,1.38,1.43,0,,
1,1140762,1.47,1.44,0,,
1,1140862,1.28,1.44,0,,
1,1140962,1.57,1.44,0,,
1,1141062,1.57,1.45,0,,
1,1141163,1.57,1.45,0,,
1,1141262,1.18,1.46,0.01,,
1,1141362,1.18,1.46,0,,
1,1141462,1.18,1.44,0,,
1,1141562,1.18,1.42,0.01,,
1,1141662,1.18,1.38,0.03,,
1,1141762,1.38,1.33,0.04,,
1,1141862,1.87,1.29,0.04,,
1,1141962,1.38,1.28,0.03,,
1,1142062,1.57,1.29,0.01,,
1,1142162,1.67,1.33,0.01,,
1,1142262,1.47,1.38,0.03,,
1,1142362,1.28,1.44,0.05,,
1,1142462,1.47,1.49,0.05,,
1,1142562,1.57,1.52,0.05,,
1,1142662,1.57,1.54,0.04,,
1,1142762,1.77,1.55,0.02,,
1,1142862,1.57,1.56,0.01,,
1,1142962,1.57,1.56,0.01,,
1,1143062,1.57,1.57,0.01,,
1,1143162,1.77,1.58,0.01,,
1,1143262,1.77,1.6,0.01,,
1,1143362,1.97,1.62,0.02,,
1,1143462,1.87,1.66,0.02,,
1,1143562,1.57,1.69,0.03,,
1,1143662,1.67,1.73,0.04,,
1,1143762,1.57,1.75,0.03,,
1,1143862,1.77,1.77,0.02,,
1,1143962,1.67,1.76,0.01,,
1,1144062,1.57,1.75,0,,
1,1144162,2.26,1.73,0.01,,
1,1144262,1.57,1.72,0.01,,
1,1144363,1.97,1.72,0.01,,
1,1144462,1.77,1.74,0,,
1,1144562,1.97,1.76,0.01,,
1,1144662,1.87,1.79,0.02,,
1,1144762,1.97,1.82,0.03,,
1,1144862,2.16,1.86,0.03,,
1,1144962,2.36,1.9,0.04,,
1,1145062,1.87,1.95,0.04,,
1,1145162,1.97,1.99,0.04,,
1,1145262,2.07,2.03,0.04,,
1,1145362,1.97,2.06,0.04,,
1,1145462,1.77,2.07,0.02,,
1,1145562,1.67,2.05,0.01,,
1,1145662,1.97,2.02,0.01,,
1,1145762,1.77,1.98,0.03,,
1,1145862,1.57,1.92,0.04,,
1,1145962,1.38,1.85,0.06,,
1,1146062,1.67,1.79,0.06,,
1,1146162,2.26,1.73,0.06,,
1,1146262,2.16,1.7,0.05,,
1,1146362,1.77,1.7,0.03,,
1,1146462,1.47,1.72,0.01,,
1,1146562,1.57,1.75,0.01,,
1,1146662,2.07,1.78,0.03,,
1,1146762,1.77,1.81,0.03,,
1,1146862,1.97,1.82,0.02,,
1,1146962,2.07,1.84,0.02,,
1,1147062,1.77,1.85,0.01,,
1,1147162,1.77,1.86,0.01,,
1,1147262,2.07,1.88,0.01,,
1,1147362,1.87,1.89,0.01,,
1,1147462,2.26,1.9,0.01,,
1,1147563,2.07,1.92,0.02,,
1,1147662,1.97,1.95,0.02,,
1,1147762,1.87,1.97,0.02,,
1,1147862,1.57,1.99,0.02,,
1,1147962,1.87,1.99,0.01,,
1,1148062,1.87,1.97,0,,
1,1148162,2.07,1.94,0.01,,
1,1148262,2.07,1.92,0.02,,
1,1148362,1.77,1.9,0.03,,
1,1148462,1.38,1.87,0.02,,
1,1148562,1.67,1.85,0.02,,
1,1148662,1.67,1.82,0.02,,
1,1148762,2.16,1.8,0.03,,
1,1148862,2.07,1.78,0.02,,
1,1148962,2.07,1.78,0.02,,
1,1149062,2.07,1.8,0,,
1,1149162,1.97,1.84,0.02,,
1,1149262,2.26,1.9,0.04,,
1,1149362,1.97,1.97,0.06,,
1,1149462,2.07,2.02,0.06,,
1,1149562,2.07,2.07,0.05,,
1,1149662,1.97,2.1,0.04,,
1,1149762,2.36,2.11,0.03,,
1,1149862,2.46,2.13,0.02,,
1,1149962,2.07,2.14,0.01,,
1,1150062,1.97,2.15,0.01,,
1,1150162,1.57,2.15,0.01,,
1,1150262,1.77,2.13,0,,
1,1150362,1.77,2.09,0.02,,
1,1150462,2.26,2.03,0.04,,
1,1150562,2.07,1.98,0.05,,
1,1150662,1.77,1.93,0.05,,
1,1150763,2.07,1.9,0.04,,
1,1150862,0,1.86,0.04,,
1,1150962,1.77,1.8,0.04,,
1,1151062,1.97,1.74,0.05,,
1,1151162,4.33,1.71,0.05,,
1,1151262,5.6,1.8,0,,
1,1151362,8.55,2.1,0.12,,
1,1151462,10.91,2.74,0.34,,
1,1151562,13.77,3.77,0.66,,
1,1151662,18.29,5.28,1.06,,
1,1151762,22.82,7.32,1.53,,
1,1151862,29.13,9.94,2.06,,
1,1151962,36.13,13.2,2.64,,
1,1152062,41.35,17.13,3.27,,
2,1152090,41.35,17.13,3.27,burnout started,
1,1152162,46.97,21.7,3.92,,
1,1152262,53.49,26.86,4.55,,
1,1152362,60.8,32.54,5.14,,
